		=== g++: Unexpected fails for rv32gcv ilp32d medlow  ===
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++20 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++29 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++98 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-prune-4.C -std=c++29  scan-lang-dump module " Span:1 ordinary \\[[0-9]+\\+163840,\\+32768\\)->\\[16384,\\+32768\\)"
FAIL: g++.dg/modules/loc-prune-4.C -std=c++29  scan-lang-dump module "Ordinary maps:2 locs:49152 range_bits:7"
FAIL: g++.dg/modules/loc-prune-4.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-prune-4.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-wrapper-1_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-wrapper-1_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-wrapper-1_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/loc-wrapper-1_a.H.gcm)
FAIL: g++.dg/modules/loc-wrapper-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/local-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/local-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/local-1_a.C -std=c++29 module-cmi the.shop (gcm.cache/the.shop.gcm)
FAIL: g++.dg/modules/local-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/local-extern-1.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/local-extern-1.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/local-extern-2.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/local-extern-2.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/local-extern-2.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/local-extern-2.H.gcm)
FAIL: g++.dg/modules/local-struct-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/local-struct-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/local-struct-1_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/local-struct-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lto-1_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lto-1_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lto-1_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/lto-1_a.H.gcm)
FAIL: g++.dg/modules/lto-4_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lto-4_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lto-4_b.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lto-4_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macloc-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macloc-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macloc-1_a.C -std=c++29 module-cmi agnes (gcm.cache/agnes.gcm)
FAIL: g++.dg/modules/macloc-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macloc-1_b.C -std=c++29 module-cmi edith (gcm.cache/edith.gcm)
FAIL: g++.dg/modules/macloc-1_c.C -std=c++29  dg-regexp 11 not found: "[^\n]*macloc-1_c.C:7:6: error: too many arguments to function 'int me@agnes\(\)'\nIn module agnes, imported at [^\n]*macloc-1_b.C:8,\nof module edith, imported at [^\n]*macloc-1_c.C:3:\n[^\n]*macloc-1_a.C:11:12: note: declared here\n[^\n]*macloc-1_a.C:8:20: note: in definition of macro 'BOB'\n"
FAIL: g++.dg/modules/macloc-1_c.C -std=c++29  dg-regexp 13 not found: "[^\n]*macloc-1_c.C:8:7: error: too many arguments to function 'int you@agnes\(\)'\nIn module agnes, imported at [^\n]*macloc-1_b.C:8,\nof module edith, imported at [^\n]*macloc-1_c.C:3:\n[^\n]*macloc-1_a.C:12:14: note: declared here\n[^\n]*macloc-1_a.C:9:22: note: in definition of macro 'KEVIN'\n"
FAIL: g++.dg/modules/macloc-1_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macloc-1_d.C -std=c++29  dg-regexp 12 not found: "[^\n]*macloc-1_d.C:8:6: error: too many arguments to function 'int me@agnes\(\)'\nIn module agnes, imported at [^\n]*macloc-1_d.C:4:\n[^\n]*macloc-1_a.C:11:12: note: declared here\n[^\n]*macloc-1_a.C:8:20: note: in definition of macro 'BOB'\n"
FAIL: g++.dg/modules/macloc-1_d.C -std=c++29  dg-regexp 13 not found: "[^\n]*macloc-1_d.C:9:7: error: too many arguments to function 'void gru@edith\(\)'\nIn module edith, imported at [^\n]*macloc-1_d.C:3:\n[^\n]*macloc-1_b.C:10:20: note: declared here\n[^\n]*macloc-1_b.C:6:19: note: in definition of macro 'STUART'\n"
FAIL: g++.dg/modules/macloc-1_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macloc-2_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macloc-2_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macloc-2_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macloc-2_a.H.gcm)
FAIL: g++.dg/modules/macloc-2_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macloc-2_b.C -std=c++29 module-cmi Foo (gcm.cache/Foo.gcm)
FAIL: g++.dg/modules/macro-1_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-1_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-1_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-1_a.H.gcm)
FAIL: g++.dg/modules/macro-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-2_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-2_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-2_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-2_a.H.gcm)
FAIL: g++.dg/modules/macro-2_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-2_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-2_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-2_b.H.gcm)
FAIL: g++.dg/modules/macro-2_c.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-2_c.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-2_c.H.gcm)
FAIL: g++.dg/modules/macro-2_d.C -std=c++29  dg-regexp 11 not found: "[^\n]*macro-2_d.C:10:5: error: inconsistent imported macro definition 'BAR_BAD'\nIn module [^\n]*macro-2_a.H, imported at [^\n]*macro-2_d.C:5:\n[^\n]*macro-2_a.H:11:9: note: '#define BAR_BAD\(BAZ\) BINKY\(2\)'\nIn module [^\n]*macro-2_b.H, imported at [^\n]*macro-2_d.C:6:\n[^\n]*macro-2_b.H:21:9: note: '#define BAR_BAD\(BAZ\) BINKY\(3\)'\n"
FAIL: g++.dg/modules/macro-2_d.C -std=c++29  dg-regexp 14 not found: "[^\n]*macro-2_d.C:13:5: error: inconsistent imported macro definition 'FOO_BAD'\nIn module [^\n]*macro-2_a.H, imported at [^\n]*macro-2_d.C:5:\n[^\n]*macro-2_a.H:10:9: note: '#define FOO_BAD foo'\nIn module [^\n]*macro-2_b.H, imported at [^\n]*macro-2_d.C:6:\n[^\n]*macro-2_b.H:20:9: note: '#define FOO_BAD foot'\n"
FAIL: g++.dg/modules/macro-2_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-3_a.H -std=c++29  scan-lang-dump module "Writing macro #define bar at"
FAIL: g++.dg/modules/macro-3_a.H -std=c++29  scan-lang-dump module "Writing macro #define foo at"
FAIL: g++.dg/modules/macro-3_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-3_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-3_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-3_a.H.gcm)
FAIL: g++.dg/modules/macro-3_b.H -std=c++29  scan-lang-dump module "Read new macro #define bar at"
FAIL: g++.dg/modules/macro-3_b.H -std=c++29  scan-lang-dump module "Read new macro #define foo at"
FAIL: g++.dg/modules/macro-3_b.H -std=c++29  scan-lang-dump module "Writing macro #define bob at"
FAIL: g++.dg/modules/macro-3_b.H -std=c++29  scan-lang-dump module "Writing macro #undef & #define bar at"
FAIL: g++.dg/modules/macro-3_b.H -std=c++29  scan-lang-dump module "Writing macro #undef foo at"
FAIL: g++.dg/modules/macro-3_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-3_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-3_b.H.gcm)
FAIL: g++.dg/modules/macro-3_c.C -std=c++29  scan-lang-dump module "Read add macro #undef & #define bar"
FAIL: g++.dg/modules/macro-3_c.C -std=c++29  scan-lang-dump module "Read add macro #undef foo"
FAIL: g++.dg/modules/macro-3_c.C -std=c++29  scan-lang-dump module "Read new macro #define bar at"
FAIL: g++.dg/modules/macro-3_c.C -std=c++29  scan-lang-dump module "Read new macro #define bob"
FAIL: g++.dg/modules/macro-3_c.C -std=c++29  scan-lang-dump module "Read new macro #define foo at"
FAIL: g++.dg/modules/macro-3_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-4_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-4_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-4_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-4_a.H.gcm)
FAIL: g++.dg/modules/macro-4_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-4_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-4_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-4_b.H.gcm)
FAIL: g++.dg/modules/macro-4_c.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-4_c.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-4_c.H.gcm)
FAIL: g++.dg/modules/macro-4_d.C -std=c++29  dg-regexp 6 not found: "[^\n]*macro-4_d.C: warning: inconsistent imported macro definition 'TWO' \[-Winvalid-imported-macros\]\nIn module [^\n]*macro-4_b.H, imported at [^\n]*macro-4_d.C:[0-9]*:\n[^\n]*macro-4_b.H:[0-9]*:[0-9]*: note: .#define TWO 2a.\nIn module [^\n]*macro-4_a.H, imported at [^\n]*macro-4_d.C:[0-9]*:\n[^\n]*macro-4_a.H:[0-9]*:[0-9]*: note: .#define TWO 2.\n"
FAIL: g++.dg/modules/macro-4_d.C -std=c++29  dg-regexp 8 not found: "[^\n]*macro-4_d.C: warning: inconsistent imported macro definition 'THREE' \[-Winvalid-imported-macros\]\nIn module [^\n]*macro-4_b.H, imported at [^\n]*macro-4_d.C:[0-9]*:\n[^\n]*macro-4_b.H:[0-9]*:[0-9]*: note: .#define THREE 3b.\nIn module [^\n]*macro-4_a.H, imported at [^\n]*macro-4_d.C:[0-9]*:\n[^\n]*macro-4_a.H:[0-9]*:[0-9]*: note: .#define THREE 3.\n"
FAIL: g++.dg/modules/macro-4_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-4_e.C -std=c++29  dg-regexp 13 not found: "[^\n]*macro-4_e.C: warning: inconsistent imported macro definition 'TWO' \[-Winvalid-imported-macros\]\nIn module [^\n]*macro-4_b.H, imported at [^\n]*macro-4_e.C:[0-9]*:\n[^\n]*macro-4_b.H:[0-9]*:[0-9]*: note: .#define TWO 2a.\nIn module [^\n]*macro-4_a.H, imported at [^\n]*macro-4_e.C:[0-9]*:\n[^\n]*macro-4_a.H:[0-9]*:[0-9]*: note: .#define TWO 2.\n"
FAIL: g++.dg/modules/macro-4_e.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-4_f.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-4_f.C -std=c++29 module-cmi bob (gcm.cache/bob.gcm)
FAIL: g++.dg/modules/macro-4_g.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-5_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-5_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-5_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-5_a.H.gcm)
FAIL: g++.dg/modules/macro-5_b.H -std=c++29  scan-lang-dump module "Writing macro #define baz at [0-9]*"
FAIL: g++.dg/modules/macro-5_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-5_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-5_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-5_b.H.gcm)
FAIL: g++.dg/modules/macro-5_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-6_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-6_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-6_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-6_a.H.gcm)
FAIL: g++.dg/modules/macro-6_b.C -std=c++29  scan-lang-dump module "Reading macro table [^\\n]*macro-6_a.H"
FAIL: g++.dg/modules/macro-6_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-6_b.C -std=c++29 module-cmi macro (gcm.cache/macro.gcm)
FAIL: g++.dg/modules/macro-6_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-7_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-7_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-7_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/macro-7_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-7_b.C -std=c++29 module-cmi bar (gcm.cache/bar.gcm)
FAIL: g++.dg/modules/macro-7_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-8_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/macro-8_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-8_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/macro-8_a.H.gcm)
FAIL: g++.dg/modules/macro-8_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-8_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/macro-8_d.C -std=c++29  scan-file macro-8_a.H.gcm
FAIL: g++.dg/modules/main-1.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/main-1.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/main-2.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/main-2.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/main-3.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/main-3.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/map-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/map-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/map-1_a.C -std=c++29 module-cmi =map-1_a.nms (map-1_a.nms)
FAIL: g++.dg/modules/map-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/member-def-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-1_a.C -std=c++29 module-cmi foo:part1 (gcm.cache/foo-part1.gcm)
FAIL: g++.dg/modules/member-def-1_b.C -std=c++29  scan-lang-dump module " Cluster members:\\n  \\[0\\]=decl definition '::frob@foo:part1:1::inner'\\n  \\[1\\]=decl declaration '::frob@foo:part1:1::inner::inner'\\n"
FAIL: g++.dg/modules/member-def-1_b.C -std=c++29  scan-lang-dump module "Pending member '::frob@foo:part1:1::inner' entity:0 section:. keyed to '::frob'"
FAIL: g++.dg/modules/member-def-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-1_b.C -std=c++29 module-cmi foo:part2 (gcm.cache/foo-part2.gcm)
FAIL: g++.dg/modules/member-def-1_c.C -std=c++29  scan-lang-dump module " Cluster members:\\n  \\[0\\]=decl definition '::frob@foo:part1:1'\\n  \\[1\\]=decl definition '::frob@foo:part1:1::inner@foo:part1:1'\\n  \\[2\\]=decl declaration '::frob@foo:part1:1::inner@foo:part1:1::__dt '\\n(  \\[.\\]=decl declaration '::frob@foo:part1:1::inner@foo:part1:1::__ct '\\n)*  \\[6\\]=decl declaration '::frob@foo:part1:1::inner@foo:part1:1::inner@foo:part2:2'\\n  \\[7\\]=decl declaration '::frob@foo:part1:1::frob@foo:part1:1'\\n  \\[8\\]=decl declaration '::frob@foo:part1:1::__as_base @foo:part1:1'\\n  \\[9\\]=binding '::frob'\\n"
FAIL: g++.dg/modules/member-def-1_c.C -std=c++29  scan-lang-dump module "Pendings 1"
FAIL: g++.dg/modules/member-def-1_c.C -std=c++29  scan-lang-dump module "Reading 2 pending entities keyed to '::frob'"
FAIL: g++.dg/modules/member-def-1_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-1_c.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/member-def-1_d.C -std=c++29  scan-lang-dump module "Loaded 1 clusters"
FAIL: g++.dg/modules/member-def-1_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-2_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/member-def-2_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-2_a.C -std=c++29 module-cmi foo:part1 (gcm.cache/foo-part1.gcm)
FAIL: g++.dg/modules/member-def-2_b.C -std=c++29  scan-lang-dump module " Cluster members:\\n  \\[0\\]=decl definition '::frob@foo:part1:1::member'\\n"
FAIL: g++.dg/modules/member-def-2_b.C -std=c++29  scan-lang-dump module "Bindings 0"
FAIL: g++.dg/modules/member-def-2_b.C -std=c++29  scan-lang-dump module "Pendings 1"
FAIL: g++.dg/modules/member-def-2_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-2_b.C -std=c++29 module-cmi foo:part2 (gcm.cache/foo-part2.gcm)
FAIL: g++.dg/modules/member-def-2_c.C -std=c++29  scan-lang-dump module " Cluster members:\\n  \\[0\\]=decl definition '::frob@foo:part1:1'\\n  \\[1\\]=decl declaration '::frob@foo:part1:1::frob@foo:part1:1'\\n  \\[2\\]=decl definition '::frob@foo:part1:1::member@foo:part1:1'\\n  \\[3\\]=decl declaration '::frob@foo:part1:1::__as_base @foo:part1:1'\\n  \\[4\\]=binding '::frob'\\n"
FAIL: g++.dg/modules/member-def-2_c.C -std=c++29  scan-lang-dump module "Bindings 1"
FAIL: g++.dg/modules/member-def-2_c.C -std=c++29  scan-lang-dump module "Pendings 1"
FAIL: g++.dg/modules/member-def-2_c.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s named merge key .matched. function_decl:'::frob@foo:part1:1::member'"
FAIL: g++.dg/modules/member-def-2_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/member-def-2_c.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/member-def-2_d.C -std=c++29  scan-lang-dump module "Reading function definition '::frob@foo:1::member@foo:1'"
FAIL: g++.dg/modules/member-def-2_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/memref-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/memref-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/memref-1_a.C -std=c++29 module-cmi Foo (gcm.cache/Foo.gcm)
FAIL: g++.dg/modules/memref-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-10_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-10_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-10_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-10_a.H.gcm)
FAIL: g++.dg/modules/merge-10_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-11_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-11_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-11_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-11_a.H.gcm)
FAIL: g++.dg/modules/merge-11_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-12_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-12_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-12_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-12_a.H.gcm)
FAIL: g++.dg/modules/merge-12_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-13_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-13_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-13_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-13_a.H.gcm)
FAIL: g++.dg/modules/merge-13_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-14_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-14_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-14_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-14_a.H.gcm)
FAIL: g++.dg/modules/merge-14_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-15_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-15_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-15_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-15_a.H.gcm)
FAIL: g++.dg/modules/merge-15_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-16_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-16_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-16_a.C -std=c++29 module-cmi merge16 (gcm.cache/merge16.gcm)
FAIL: g++.dg/modules/merge-16_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-17_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-17_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-17_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-17_a.H.gcm)
FAIL: g++.dg/modules/merge-17_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-18_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/merge-18_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-18_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-18_a.H.gcm)
FAIL: g++.dg/modules/merge-18_b.H -std=c++29  scan-lang-dump module "Writing definition '::ns::template bar'"
FAIL: g++.dg/modules/merge-18_b.H -std=c++29  scan-lang-dump module "Writing definition '::ns::template foo'"
FAIL: g++.dg/modules/merge-18_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-18_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/merge-18_b.H.gcm)
FAIL: g++.dg/modules/merge-18_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/merge-19_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
