		=== g++: Unexpected fails for rv32imac_zba_zbb_zbc_zbs ilp32 medlow  ===
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++20 (test for excess errors)
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++26 (test for excess errors)
FAIL: c-c++-common/analyzer/coreutils-group_number.c  -std=c++98 (test for excess errors)
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -Os   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
		=== gcc: Unexpected fails for rv32imc_zba_zbb_zbc_zbs_zicsr_zifencei ilp32 medlow  ===
FAIL: gcc.c-torture/execute/fprintf-2.c   -O0  execution test
FAIL: gcc.c-torture/execute/fprintf-2.c   -O1  execution test
FAIL: gcc.c-torture/execute/fprintf-2.c   -O2  execution test
FAIL: gcc.c-torture/execute/fprintf-2.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none  execution test
FAIL: gcc.c-torture/execute/fprintf-2.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects  execution test
FAIL: gcc.c-torture/execute/fprintf-2.c   -O3 -g  execution test
FAIL: gcc.c-torture/execute/fprintf-2.c   -Os  execution test
FAIL: gcc.c-torture/execute/printf-2.c   -O0  execution test
FAIL: gcc.c-torture/execute/printf-2.c   -O1  execution test
FAIL: gcc.c-torture/execute/printf-2.c   -O2  execution test
FAIL: gcc.c-torture/execute/printf-2.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none  execution test
FAIL: gcc.c-torture/execute/printf-2.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects  execution test
FAIL: gcc.c-torture/execute/printf-2.c   -O3 -g  execution test
FAIL: gcc.c-torture/execute/printf-2.c   -Os  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -O0  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -O1  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -O2  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -O3 -fomit-frame-pointer -funroll-loops -fpeel-loops -ftracer -finline-functions  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -O3 -g  execution test
FAIL: gcc.c-torture/execute/user-printf.c   -Os  execution test
FAIL: c-c++-common/analyzer/coreutils-group_number.c (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -Wc++-compat  (test for excess errors)
FAIL: gcc.dg/asm-hard-reg-4.c (test for excess errors)
FAIL: gcc.dg/asm-hard-reg-5.c (test for excess errors)
FAIL: gcc.dg/fold-round-1.c scan-assembler-not link_error
FAIL: gcc.dg/hierarchical-discriminator-loop-version.c scan-assembler \\.loc 1 (9|10) [0-9]+ is_stmt 0 discriminator [0-9]+
FAIL: gcc.dg/hierarchical-discriminator-unroll.c scan-assembler \\.loc 1 17 7 is_stmt 0 discriminator ([1-9][0-9]*|0x[1-9a-fA-F][0-9a-fA-F]*)
FAIL: gcc.dg/ssp-1.c (test for excess errors)
FAIL: gcc.dg/ssp-2.c (test for excess errors)
FAIL: gcc.dg/stackprotectexplicit1.c (test for excess errors)
FAIL: gcc.dg/ipa/pr122458.c (test for excess errors)
XPASS: gcc.dg/torture/pr113026-1.c   -O0  PR118504 (test for bogus messages, line 12)
XPASS: gcc.dg/torture/pr113026-1.c   -O1  PR118504 (test for bogus messages, line 12)
XPASS: gcc.dg/torture/pr113026-1.c   -O2  PR118504 (test for bogus messages, line 12)
XPASS: gcc.dg/torture/pr113026-1.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none  PR118504 (test for bogus messages, line 12)
XPASS: gcc.dg/torture/pr113026-1.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects  PR118504 (test for bogus messages, line 12)
XPASS: gcc.dg/torture/pr113026-1.c   -O3 -g  PR118504 (test for bogus messages, line 12)
XPASS: gcc.dg/torture/pr113026-1.c   -Os  PR118504 (test for bogus messages, line 12)
FAIL: gcc.dg/vect/costmodel/riscv/rvv/dynamic-lmul2-2.c scan-assembler e8,m2
FAIL: gcc.dg/vect/costmodel/riscv/rvv/dynamic-lmul2-2.c scan-tree-dump-times vect "Preferring smaller LMUL loop because it has unexpected spills" 2
FAIL: gcc.dg/vect/costmodel/riscv/rvv/dynamic-lmul2-7.c scan-assembler e32,m2
FAIL: gcc.dg/vect/costmodel/riscv/rvv/dynamic-lmul4-10.c scan-assembler e32,m4
FAIL: gcc.dg/vect/costmodel/riscv/rvv/dynamic-lmul4-10.c scan-assembler-not jr
FAIL: gcc.dg/vect/costmodel/riscv/rvv/dynamic-lmul4-10.c scan-assembler-times ret 2
FAIL: gcc.dg/vect/costmodel/riscv/rvv/dynamic-lmul4-10.c scan-tree-dump-times vect "Preferring smaller LMUL loop because it has unexpected spills" 1
FAIL: gcc.dg/vect/costmodel/riscv/rvv/pr113112-1.c scan-assembler e32,m4
FAIL: gcc.dg/vect/costmodel/riscv/rvv/pr113112-1.c scan-tree-dump-times vect "Preferring smaller LMUL loop because it has unexpected spills" 1
XPASS: gcc.dg/vect/costmodel/riscv/rvv/pr113281-1.c scan-assembler-not vset
XPASS: gcc.dg/vect/costmodel/riscv/rvv/pr113281-2.c scan-assembler-not vset
FAIL: gcc.dg/vect/costmodel/riscv/rvv/pr113281-3.c scan-assembler-not vset
FAIL: gcc.dg/vect/costmodel/riscv/rvv/pr113281-4.c scan-assembler-not vset
FAIL: gcc.dg/vect/costmodel/riscv/rvv/pr114516.c scan-tree-dump-times vect "Preferring smaller LMUL loop because it has unexpected spills" 1
FAIL: gcc.dg/vect/pr53773.c -flto -ffat-lto-objects  scan-tree-dump-times optimized "\\* 10" 2
FAIL: gcc.dg/vect/pr53773.c scan-tree-dump-times optimized "\\* 10" 2
FAIL: gcc.dg/vect/pr65310.c -flto -ffat-lto-objects  scan-tree-dump vect "can't force alignment"
FAIL: gcc.dg/vect/pr65310.c -flto -ffat-lto-objects  scan-tree-dump-not vect "misalign = 0"
FAIL: gcc.dg/vect/pr65310.c scan-tree-dump vect "can't force alignment"
FAIL: gcc.dg/vect/pr65310.c scan-tree-dump-not vect "misalign = 0"
FAIL: gcc.dg/vect/pr88598-1.c -flto -ffat-lto-objects  scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-1.c scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-2.c -flto -ffat-lto-objects  scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-2.c scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-3.c -flto -ffat-lto-objects  scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/pr88598-3.c scan-tree-dump-not optimized "REDUC_PLUS"
FAIL: gcc.dg/vect/vect-gather-2.c -flto -ffat-lto-objects  scan-tree-dump vect "different gather base"
FAIL: gcc.dg/vect/vect-gather-2.c -flto -ffat-lto-objects  scan-tree-dump vect "different gather scale"
FAIL: gcc.dg/vect/vect-gather-2.c scan-tree-dump vect "different gather base"
FAIL: gcc.dg/vect/vect-gather-2.c scan-tree-dump vect "different gather scale"
FAIL: expected covered: '{13(true) 14 17}'
FAIL: expected covered: '{14(true) 15 18}'
FAIL: gcc.misc-tests/gcov-1.c gcov: 3 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-1.c line 14: is #####:should be 11
FAIL: gcc.misc-tests/gcov-1.c line 15: is #####:should be 10
FAIL: gcc.misc-tests/gcov-1.c line 17: is #####:should be 1
FAIL: gcc.misc-tests/gcov-10.c gcov: 1 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-10.c line 10: is #####:should be 11
FAIL: gcc.misc-tests/gcov-10b.c gcov: 1 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-10b.c line 10: is #####:should be 11
FAIL: gcc.misc-tests/gcov-11.c gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-11.c line 11: is #####:should be 10
FAIL: gcc.misc-tests/gcov-11.c line 18: is #####:should be 11
FAIL: gcc.misc-tests/gcov-12.c gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-12.c line 14: is #####:should be 1
FAIL: gcc.misc-tests/gcov-12.c line 9: is #####:should be 1
FAIL: gcc.misc-tests/gcov-13.c gcov: 1 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-13.c line 16: is #####:should be 1
FAIL: gcc.misc-tests/gcov-13.c line 3: is #####:should be 1
FAIL: gcc.misc-tests/gcov-14.c gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-14.c line 20: is #####:should be 1
FAIL: gcc.misc-tests/gcov-14.c line 25: is #####:should be 1
FAIL: gcc.misc-tests/gcov-15.c gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-15.c line 19: is #####:should be 1
FAIL: gcc.misc-tests/gcov-15.c line 25: is #####:should be 1
FAIL: gcc.misc-tests/gcov-16.c gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-16.c line 11: is #####:should be 1
FAIL: gcc.misc-tests/gcov-16.c line 14: is #####:should be 1
FAIL: gcc.misc-tests/gcov-17.c gcov: 2 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-17.c line 34: is #####:should be 1
FAIL: gcc.misc-tests/gcov-17.c line 36: is #####:should be 1
FAIL: gcc.misc-tests/gcov-18.c gcov: 6 failures in line counts, 0 in branch percentages, 0 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-18.c line 10: is #####:should be 1
FAIL: gcc.misc-tests/gcov-18.c line 15: is #####:should be 1
FAIL: gcc.misc-tests/gcov-18.c line 20: is #####:should be 1
FAIL: gcc.misc-tests/gcov-18.c line 22: is #####:should be 2
FAIL: gcc.misc-tests/gcov-18.c line 25: is #####:should be 2
FAIL: gcc.misc-tests/gcov-18.c line 26: is #####:should be 1
FAIL: gcc.misc-tests/gcov-19.c gcov: 0 failures in line counts, 0 in branch percentages, 814 in condition/decision, 0 in prime-paths, 0 in return percentages, 0 in intermediate format, 0 failed in filters
FAIL: gcc.misc-tests/gcov-19.c line 1012: coverage summary not found; expected 1/24
FAIL: gcc.misc-tests/gcov-19.c line 1012: unexpected summary - expected 4/24, got 0/24
FAIL: gcc.misc-tests/gcov-19.c line 1012: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1012: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1012: unexpected uncovered term 3 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1012: unexpected uncovered term 7 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1013: coverage summary not found; expected 4/24
FAIL: gcc.misc-tests/gcov-19.c line 101: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 101: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 101: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1029: coverage summary not found; expected 4/24
FAIL: gcc.misc-tests/gcov-19.c line 1029: unexpected summary - expected 4/24, got 0/24
FAIL: gcc.misc-tests/gcov-19.c line 1029: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1029: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1029: unexpected uncovered term 10 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1029: unexpected uncovered term 11 (false)
FAIL: gcc.misc-tests/gcov-19.c line 102: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1030: coverage summary not found; expected 4/24
FAIL: gcc.misc-tests/gcov-19.c line 1046: coverage summary not found; expected 4/24
FAIL: gcc.misc-tests/gcov-19.c line 1046: unexpected summary - expected 4/24, got 0/24
FAIL: gcc.misc-tests/gcov-19.c line 1046: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1046: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1046: unexpected uncovered term 8 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1046: unexpected uncovered term 9 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1047: coverage summary not found; expected 4/24
FAIL: gcc.misc-tests/gcov-19.c line 1065: coverage summary not found; expected 4/24
FAIL: gcc.misc-tests/gcov-19.c line 1065: unexpected summary - expected 5/24, got 0/24
FAIL: gcc.misc-tests/gcov-19.c line 1065: unexpected uncovered term 10 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1065: unexpected uncovered term 4 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1065: unexpected uncovered term 5 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1065: unexpected uncovered term 7 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1065: unexpected uncovered term 8 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1066: coverage summary not found; expected 5/24
FAIL: gcc.misc-tests/gcov-19.c line 1082: coverage summary not found; expected 5/24
FAIL: gcc.misc-tests/gcov-19.c line 1082: unexpected summary - expected 5/24, got 0/24
FAIL: gcc.misc-tests/gcov-19.c line 1082: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1082: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1082: unexpected uncovered term 2 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1082: unexpected uncovered term 5 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1082: unexpected uncovered term 6 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1083: coverage summary not found; expected 5/24
FAIL: gcc.misc-tests/gcov-19.c line 1100: coverage summary not found; expected 5/24
FAIL: gcc.misc-tests/gcov-19.c line 1100: unexpected summary - expected 5/24, got 0/24
FAIL: gcc.misc-tests/gcov-19.c line 1100: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1100: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1100: unexpected uncovered term 3 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1100: unexpected uncovered term 5 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1100: unexpected uncovered term 6 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1101: coverage summary not found; expected 5/24
FAIL: gcc.misc-tests/gcov-19.c line 111: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 111: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 111: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 111: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1120: coverage summary not found; expected 5/24
FAIL: gcc.misc-tests/gcov-19.c line 1120: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1120: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1120: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1121: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1130: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1130: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1130: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1130: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1131: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1144: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1144: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1144: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1144: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1145: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1155: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1155: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1155: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1155: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1156: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1171: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1171: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1171: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1171: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1172: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1182: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1182: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1182: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1182: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1183: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1197: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1197: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1197: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1197: unexpected uncovered term 1 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1198: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1209: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1209: unexpected summary - expected 2/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 1209: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1209: unexpected uncovered term 1 (true)
FAIL: gcc.misc-tests/gcov-19.c line 120: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 120: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 120: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1210: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 121: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1227: coverage summary not found; expected 2/4
FAIL: gcc.misc-tests/gcov-19.c line 1227: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 1227: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1228: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1230: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1253: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 1253: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1254: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1256: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1284: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 1284: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1285: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1288: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1288: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 1288: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1289: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 128: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 128: unexpected summary - expected 2/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 128: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 128: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1291: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 130: coverage summary not found; expected 2/2
FAIL: gcc.misc-tests/gcov-19.c line 130: unexpected summary - expected 1/4, got 0/4
FAIL: gcc.misc-tests/gcov-19.c line 130: unexpected uncovered term 0 (true)
FAIL: gcc.misc-tests/gcov-19.c line 1310: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 1310: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1311: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1314: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1314: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 1314: unexpected uncovered term 0 (false)
FAIL: gcc.misc-tests/gcov-19.c line 1315: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1319: coverage summary not found; expected 1/2
FAIL: gcc.misc-tests/gcov-19.c line 1319: unexpected summary - expected 1/2, got 0/2
FAIL: gcc.misc-tests/gcov-19.c line 1319: unexpected uncovered term 0 (false)
